id,hbnew,hb_label,sitenew,site_label,sexnew,sex_label,label,age_label,trans1.1993,trans1.1994,trans1.1995,trans1.1996,trans1.1997,trans1.1998,trans1.1999,trans1.2000,trans1.2001,trans1.2002,trans1.2003,trans1.2004,trans1.2005,trans1.2006,trans1.2007,trans1.2008,trans1.2009,trans1.2010,trans1.2011,trans1.2012,trans1.2013,trans1.2014,trans1.2015,trans1.2016,trans1.2017,trans1.2018
11041040,1,SCOTLAND,410,Malignant brain cancer,1,Males,40,Crude Rate (Lower 95% CI) (Mortality),5.185230196,5.813772334,5.625523789,5.602369805,5.462103128,5.242997439,6.423800638,7.16188097,6.393097559,6.197884822,6.533850335,6.852766683,7.303526255,7.488851666,6.790129113,6.554769423,6.731900765,7.090905656,6.378361163,7.590308927,7.851951422,6.994867741,7.959671761,7.623152919,7.586205039,7.491395791
11041041,1,SCOTLAND,410,Malignant brain cancer,1,Males,41,Crude Rate (Upper 95% CI) (Mortality),7.189013241,7.921338817,7.701966524,7.677890112,7.516184314,7.261069565,8.637182867,9.490052335,8.603055684,8.376028489,8.763610493,9.127100263,9.637363237,9.842448171,9.030188062,8.750154372,8.94614973,9.350448578,8.52124683,9.907106133,10.20045603,9.217592304,10.31127283,9.920439786,9.872357421,9.760460025
11041042,1,SCOTLAND,410,Malignant brain cancer,1,Males,42,EASR (Mortality),7.89054549,8.611546455,8.298808683,8.071221607,7.860696045,8.242950134,9.133676027,10.04572676,8.962563018,8.386711942,9.032205647,9.289099857,9.471960858,10.00433696,9.01264314,8.647140459,8.945202628,9.194881042,8.172075161,9.747383315,9.909670996,8.696428026,9.693558327,9.251244584,9.535088169,9.010583596
11041044,1,SCOTLAND,410,Malignant brain cancer,1,Males,44,EASR (Lower 95% CI) (Mortality),6.631021641,7.312978014,7.032390042,6.840566253,6.653702313,6.900977998,7.820915288,8.675166926,7.664342355,7.17456469,7.734232547,7.994076848,8.207394106,8.65255937,7.75526364,7.420866479,7.710947581,7.966293984,7.038320034,8.490432344,8.64993872,7.546588927,8.48238977,8.080439349,8.321645171,7.863497282
11041045,1,SCOTLAND,410,Malignant brain cancer,1,Males,45,EASR (Upper 95% CI) (Mortality),9.257969678,10.01467937,9.668531785,9.402172635,9.16680991,9.70238714,10.54678904,11.51533342,10.3608619,9.692080791,10.4293835,10.67991513,10.82580894,11.45279283,10.36310211,9.965806775,10.26974369,10.51028588,9.389254008,11.08983414,11.25378986,9.926608156,10.98437575,10.50010635,10.82991216,10.23462881
11041046,1,SCOTLAND,410,Malignant brain cancer,1,Males,46,WASR (Mortality),4.59405715,5.052335365,4.966908725,4.914380412,4.665113259,4.186252555,5.172723429,5.609979068,5.020137556,5.033303512,5.274444137,5.214191418,5.647157643,5.804154065,5.164926599,5.027954187,4.720580257,5.125533825,4.53405003,5.152585062,5.296589328,4.985009712,5.41856108,5.240670028,4.841122744,5.027724433
11041048,1,SCOTLAND,410,Malignant brain cancer,1,Males,48,WASR (Lower 95% CI) (Mortality),3.857929612,4.279967689,4.198333632,4.155987166,3.937433784,3.518109023,4.416754049,4.822692075,4.283378302,4.2783363,4.475597898,4.447446855,4.863354337,4.989190381,4.409184124,4.290554404,4.045774394,4.394441193,3.878218172,4.442198193,4.575314118,4.255551911,4.681512105,4.524413864,4.162542441,4.315655103
11041049,1,SCOTLAND,410,Malignant brain cancer,1,Males,49,WASR (Upper 95% CI) (Mortality),5.393509373,5.887827629,5.79913247,5.735394656,5.45358225,4.911625848,5.987533817,6.455917433,5.814504129,5.848712656,6.137921858,6.041015621,6.488661947,6.679865316,5.979569447,5.822968493,5.446669089,5.912055806,5.240362408,5.914892418,6.069884393,5.771322785,6.208702736,6.008786322,5.570191268,5.793368699
11041050,1,SCOTLAND,410,Malignant brain cancer,1,Males,50,Standardised Mortality Ratio,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
12041000,1,SCOTLAND,410,Malignant brain cancer,2,Females,0,Number of deaths: Under 5,1,2,0,3,1,2,0,1,0,3,0,3,1,1,0,0,0,0,1,0,1,0,0,0,2,0
12041001,1,SCOTLAND,410,Malignant brain cancer,2,Females,1,Number of deaths: 5..,1,4,3,2,2,1,2,0,2,1,1,1,0,0,0,2,3,0,0,1,1,1,1,1,1,3
12041002,1,SCOTLAND,410,Malignant brain cancer,2,Females,2,Number of deaths: 10-14,4,1,0,3,2,0,1,2,0,4,1,0,2,2,1,3,3,0,1,0,1,2,0,1,1,0
12041003,1,SCOTLAND,410,Malignant brain cancer,2,Females,3,Number of deaths: 15-19,1,1,0,1,2,1,2,0,0,2,0,1,1,1,1,1,4,1,1,0,3,2,2,0,1,1
12041004,1,SCOTLAND,410,Malignant brain cancer,2,Females,4,Number of deaths: 20-24,3,0,1,1,1,1,0,2,2,1,0,0,1,0,2,1,1,1,0,0,1,1,1,0,1,1
12041005,1,SCOTLAND,410,Malignant brain cancer,2,Females,5,Number of deaths: 25-29,3,4,2,0,1,0,4,0,1,0,1,1,2,1,3,0,2,1,1,5,0,1,2,3,1,3
12041006,1,SCOTLAND,410,Malignant brain cancer,2,Females,6,Number of deaths: 30-34,3,1,5,3,6,0,3,2,3,7,1,7,1,0,1,2,4,0,5,1,2,3,2,4,1,5
12041007,1,SCOTLAND,410,Malignant brain cancer,2,Females,7,Number of deaths: 35-39,3,4,3,3,2,5,6,3,3,6,4,5,7,2,0,1,2,4,7,3,4,1,1,3,4,4
12041008,1,SCOTLAND,410,Malignant brain cancer,2,Females,8,Number of deaths: 40-44,5,6,5,3,8,3,4,4,7,6,8,8,6,3,7,12,2,7,3,6,4,9,4,5,3,5
12041009,1,SCOTLAND,410,Malignant brain cancer,2,Females,9,Number of deaths: 45-49,4,3,7,3,7,8,5,4,8,5,5,12,6,7,4,6,8,4,13,7,6,11,7,6,8,8
12041010,1,SCOTLAND,410,Malignant brain cancer,2,Females,10,Number of deaths: 50-54,8,12,15,9,15,13,8,7,11,7,14,7,7,14,6,13,8,13,13,10,12,15,17,10,13,10
12041011,1,SCOTLAND,410,Malignant brain cancer,2,Females,11,Number of deaths: 55-59,20,11,14,13,8,9,10,9,22,15,7,15,21,7,18,11,13,12,16,11,19,20,20,11,13,24
12041012,1,SCOTLAND,410,Malignant brain cancer,2,Females,12,Number of deaths: 60-64,17,21,12,9,23,11,16,17,18,17,16,11,23,15,19,17,19,17,21,21,14,24,11,19,21,18
12041013,1,SCOTLAND,410,Malignant brain cancer,2,Females,13,Number of deaths: 65-69,23,23,16,16,19,15,23,22,23,17,21,10,16,19,18,21,29,19,21,20,20,27,27,27,19,27
12041014,1,SCOTLAND,410,Malignant brain cancer,2,Females,14,Number of deaths: 70-74,16,20,27,18,14,24,21,19,20,22,15,22,24,24,22,25,15,28,12,17,16,20,22,20,15,29
12041015,1,SCOTLAND,410,Malignant brain cancer,2,Females,15,Number of deaths: 75-79,14,14,8,5,18,16,20,15,19,21,22,15,15,14,21,14,16,26,20,19,20,22,24,17,26,22
12041016,1,SCOTLAND,410,Malignant brain cancer,2,Females,16,Number of deaths: 80x4,8,4,8,7,14,9,14,9,5,18,17,15,11,9,11,12,11,10,6,17,15,6,11,17,16,17
12041017,1,SCOTLAND,410,Malignant brain cancer,2,Females,17,Number of deaths: 85x9,3,4,4,2,3,2,10,9,2,5,8,7,2,4,4,10,6,5,7,8,13,12,12,5,2,11
12041018,1,SCOTLAND,410,Malignant brain cancer,2,Females,18,Number of deaths: 90+,1,0,4,0,3,3,1,1,2,2,1,3,0,1,5,2,2,3,2,6,4,2,1,1,5,4
12041019,1,SCOTLAND,410,Malignant brain cancer,2,Females,19,Number of deaths: All Ages,138,135,134,101,149,123,150,126,148,159,142,143,146,124,143,153,148,151,150,152,156,179,165,150,153,192
12041020,1,SCOTLAND,410,Malignant brain cancer,2,Females,20,Mortality rate: Under 5,0.632367076,1.267499414,0,1.979257383,0.676557944,1.384341711,0,0.725915924,0,2.277575748,0,2.328053825,0.770807961,0.7652866,0,0,0,0,0.695216908,0,0.695197575,0,0,0,1.459960581,0
12041021,1,SCOTLAND,410,Malignant brain cancer,2,Females,21,Mortality rate: 5..,0.632523071,2.512878502,1.895135818,1.266897242,1.266881192,0.638170238,1.284562767,0,1.338168582,0.683060109,0.694121485,0.703472339,0,0,0,1.502765088,2.278267605,0,0,0.743710072,0.724291281,0.707243589,0.697048696,0.682267858,0.67646641,2.0374483
12041022,1,SCOTLAND,410,Malignant brain cancer,2,Females,22,Mortality rate: 10-14,2.534806056,0.634690937,0,1.914975105,1.274770382,0,0.631444682,1.272199888,0,2.535882741,0.637511156,0,1.292874966,1.315304888,0.66780193,2.029014913,2.055512542,0,0.706713781,0,0.743494424,1.505343971,0,0.746285365,0.731973327,0
12041023,1,SCOTLAND,410,Malignant brain cancer,2,Females,23,Mortality rate: 15-19,0.656801508,0.661218228,0,0.652997257,1.283705287,0.636642602,1.273512219,0,0,1.274851639,0,0.629235542,0.628800312,0.6245004,0.616188504,0.614288347,2.436929225,0.611164758,0.623208276,0,1.96308099,1.331460412,1.349381983,0,0.705387752,0.718602462
12041024,1,SCOTLAND,410,Malignant brain cancer,2,Females,24,Mortality rate: 20-24,1.56151592,0,0.558724767,0.584839783,0.617558421,0.640770976,0,1.285140562,1.268343417,0.618854006,0,0,0.590054049,0,1.160274521,0.573256441,0.569914228,0.562353788,0,0,0.538094393,0.540353607,0.541978982,0,0.563469167,0.576910873
12041025,1,SCOTLAND,410,Malignant brain cancer,2,Females,25,Mortality rate: 25-29,1.44949944,1.94967879,0.993196603,0,0.518510837,0,2.259006376,0,0.618184516,0,0.670605355,0.668780012,1.310495761,0.636699351,1.820973978,0,1.160119724,0.573417511,0.568320669,2.833776347,0,0.553645479,1.092341051,1.595956909,0.521180787,1.564064064
12041026,1,SCOTLAND,410,Malignant brain cancer,2,Females,26,Mortality rate: 30-34,1.487254231,0.486431007,2.399646772,1.441524556,2.883644927,0,1.471684785,1.002054211,1.522417599,3.633532312,0.537657534,3.915623899,0.578546344,0,0.627975032,1.280786915,2.545160695,0,3.046142974,0.589521839,1.151417107,1.706552593,1.124227094,2.227072291,0.553740517,2.727515724
12041027,1,SCOTLAND,410,Malignant brain cancer,2,Females,27,Mortality rate: 35-39,1.66384737,2.157090085,1.574389924,1.538516767,1.008247464,2.476767917,2.927029163,1.4441754,1.438559139,2.874637077,1.928175464,2.43476059,3.46532938,0.999395366,0,0.522935972,1.085758647,2.243296749,4.078493521,1.831032336,2.502064203,0.624282076,0.614733943,1.801964141,2.314453182,2.256725041
12041028,1,SCOTLAND,410,Malignant brain cancer,2,Females,28,Mortality rate: 40-44,2.955991203,3.559816788,2.95094932,1.747711954,4.54940943,1.662086694,2.161753182,2.109382004,3.602120105,3.033535738,3.967801293,3.897381934,2.86956397,1.428564626,3.322416821,5.716517878,0.962941208,3.425797232,1.479355593,3.010914565,2.073269338,4.848928925,2.226365736,2.895043107,1.812031892,3.087429838
12041029,1,SCOTLAND,410,Malignant brain cancer,2,Females,29,Mortality rate: 45-49,2.37800818,1.740098838,3.971067934,1.678725512,4.085134197,4.75093237,2.980199554,2.374352247,4.67882772,2.849831005,2.779167361,6.492909202,3.167296607,3.611523857,2.0217132,2.967681944,3.887987092,1.910265288,6.173982836,3.321833462,2.86027554,5.293042056,3.427122245,2.958156871,4.00781524,4.129543789
12041030,1,SCOTLAND,410,Malignant brain cancer,2,Females,30,Mortality rate: 50-54,5.498735291,8.156773181,10.15317761,5.983406021,9.321517792,7.805885638,4.693871564,4.016432949,6.216620984,4.116799482,8.358258855,4.186177243,4.159165315,8.193411327,3.420713561,7.233595041,4.34018359,6.900798369,6.74903956,5.090068767,5.982799452,7.345163944,8.170288027,4.778698474,6.200189821,4.788859198
12041031,1,SCOTLAND,410,Malignant brain cancer,2,Females,31,Mortality rate: 55-59,14.10825262,7.716807206,9.814161836,9.198525406,5.66776952,6.305391109,6.920798383,6.197450782,14.84891232,9.446200738,4.257415506,8.886624445,12.14364194,3.983202267,10.64710754,6.606130489,7.839589929,7.191786979,9.458277175,6.355185543,10.73100753,11.01273072,10.76721813,5.786915259,6.691407718,12.08410537
12041032,1,SCOTLAND,410,Malignant brain cancer,2,Females,32,Mortality rate: 60-64,12.17407495,15.17067004,8.732925312,6.582556226,16.90294038,8.035472961,11.62115049,12.32723739,13.14549876,12.40558981,11.52654708,7.805459564,16.20414403,10.36219319,12.21747098,10.54675625,11.49112462,10.05667231,12.22102598,12.73993545,8.625894937,14.84257593,6.758791037,11.50497136,12.42067036,10.40083669
12041033,1,SCOTLAND,410,Malignant brain cancer,2,Females,33,Mortality rate: 65-69,17.41711724,17.49674789,12.17767224,12.23690651,14.50724981,11.48096838,17.72407469,17.02391086,17.8006176,13.19937264,16.18609383,7.65263174,12.21001221,14.60269151,13.80601022,15.88538318,21.63275049,14.06303199,15.21761185,13.47754304,13.00542326,17.09520764,16.72157951,16.45769458,12.04872759,17.37462918
12041034,1,SCOTLAND,410,Malignant brain cancer,2,Females,34,Mortality rate: 70-74,13.12077675,15.97367538,22.28384669,15.10041778,11.90719194,20.5229943,18.01477211,16.25070562,17.10308026,18.66304717,12.71240307,18.7033479,20.42396753,20.40955167,18.6919064,21.03403307,12.51533128,23.28327429,10.02481141,14.17682673,13.16569021,16.20115352,17.68431883,15.7294534,10.9347777,20.33517986
12041035,1,SCOTLAND,410,Malignant brain cancer,2,Females,35,Mortality rate: 75-79,15.52072016,16.23019047,8.887506388,5.360550636,18.52404524,15.92039801,19.33095563,14.94827895,19.11045845,21.40629141,22.54098361,15.3606685,15.23863706,14.19432024,21.01134613,13.93700474,15.91469722,25.71126252,19.65486065,18.59245342,19.35864799,21.06230613,22.8863502,16.29429412,24.84448309,20.7427801
12041036,1,SCOTLAND,410,Malignant brain cancer,2,Females,36,Mortality rate: 80x4,11.27920256,5.632930109,11.24464123,9.966682803,20.56253213,13.77663483,22.29476869,13.60729351,7.230030655,24.83306661,22.66515566,19.41445989,14.61755169,12.07049167,14.88296577,16.23859915,14.78593992,13.24836714,7.872569344,21.87536191,19.21377243,7.61218457,13.86770212,21.1925153,19.78753138,20.74840725
12041037,1,SCOTLAND,410,Malignant brain cancer,2,Females,37,Mortality rate: 85x9,7.597052344,9.943570239,9.679605072,4.799616031,7.122168938,4.703115814,23.49513651,21.0925965,4.680771391,12.06418145,20.26701796,18.35102897,4.879119807,9.14620204,8.709663372,21.05218837,12.29205933,10.48899704,14.73125973,16.84352367,27.33102071,24.87046632,24.54690504,10.0621843,3.950305161,21.58682811
12041038,1,SCOTLAND,410,Malignant brain cancer,2,Females,38,Mortality rate: 90+,5.62366438,0,20.8910012,0,14.87357462,14.3636886,4.635853692,4.473872584,8.688852203,8.633341967,4.311831666,12.82325283,0,4.245563386,21.88662727,8.994018977,9.077705156,12.31779922,7.657847379,22.17212963,14.61240593,7.001575354,3.52460172,3.442340792,17.04332413,13.64861637
12041039,1,SCOTLAND,410,Malignant brain cancer,2,Females,39,Crude Rate (Mortality),5.219283665,5.096516701,5.055960808,3.818280111,5.641763896,4.662483572,5.691703204,4.789028109,5.626377369,6.044788461,5.398393864,5.421396013,5.511667748,4.665274107,5.348911758,5.692807194,5.481621567,5.563780452,5.495310668,5.55492616,5.691311993,6.506559266,5.972783654,5.401129268,5.494702819,6.88332654
12041040,1,SCOTLAND,410,Malignant brain cancer,2,Females,40,Crude Rate (Lower 95% CI) (Mortality),4.384837893,4.273097098,4.23618781,3.11005186,4.772264108,3.874979691,4.817311934,3.989388309,4.756448825,5.141725138,4.547022142,4.569261561,4.653907376,3.880333631,4.508170374,4.826502408,4.634074601,4.711756956,4.651090317,4.706943823,4.833256354,5.588264908,5.096193201,4.57137759,4.658544631,5.944080044
12041041,1,SCOTLAND,410,Malignant brain cancer,2,Females,41,Crude Rate (Upper 95% CI) (Mortality),6.16630876,6.032344325,5.98809105,4.639556464,6.623856195,5.563003224,6.678916455,5.701948092,6.609360068,7.060805247,6.362884443,6.386326273,6.481714671,5.562372988,6.300940866,6.669714642,6.439314023,6.525350323,6.448460071,6.511551628,6.657787613,7.532692628,6.956873266,6.337943117,6.4376148,7.928843759
12041042,1,SCOTLAND,410,Malignant brain cancer,2,Females,42,EASR (Mortality),5.728501231,5.626443557,5.595376447,4.161547006,6.113758393,5.091472324,6.052099883,5.135172821,6.091643453,6.297415309,5.650334033,5.58043651,5.754671396,4.932907365,5.584927155,5.853301222,5.657010427,5.764040968,5.600480924,5.56956472,5.669305496,6.471833449,5.869278956,5.314492387,5.401501034,6.64629948
12041044,1,SCOTLAND,410,Malignant brain cancer,2,Females,44,EASR (Lower 95% CI) (Mortality),4.807388683,4.712750468,4.682859451,3.385851486,5.167641836,4.229503051,5.119137483,4.275290392,5.147493203,5.353039084,4.75607129,4.699983382,4.856129286,4.100468552,4.704342193,4.958986944,4.77925846,4.878663198,4.737469785,4.716588407,4.811727972,5.556067041,5.005114979,4.495137277,4.577393945,5.736590678
12041045,1,SCOTLAND,410,Malignant brain cancer,2,Females,45,EASR (Upper 95% CI) (Mortality),6.729153641,6.619892819,6.587917796,5.016050558,7.138233196,6.032193515,7.062006932,6.07267667,7.114120461,7.317379299,6.620494542,6.535362018,6.728359009,5.841131668,6.539942531,6.820661868,6.607668094,6.722154874,6.534637825,6.492390155,6.596171587,7.456432645,6.801248017,6.201431429,6.292815718,7.62197936
12041046,1,SCOTLAND,410,Malignant brain cancer,2,Females,46,WASR (Mortality),3.534052147,3.544917625,3.239225675,2.74574845,3.659088593,2.858215033,3.311994806,2.79217508,3.523617032,3.719133992,2.932853037,3.276852916,3.379944593,2.748929398,2.935985424,3.314946409,3.458525754,2.902054328,3.293935547,2.921631593,3.087687249,3.740086801,3.112666016,2.90193861,3.026059939,3.643164505
12041048,1,SCOTLAND,410,Malignant brain cancer,2,Females,48,WASR (Lower 95% CI) (Mortality),2.910697692,2.908817882,2.664482931,2.168410622,3.025736803,2.308862943,2.736929625,2.266304463,2.933446732,3.061546884,2.413941098,2.667991298,2.79495621,2.227696235,2.422742339,2.741560724,2.841000317,2.416747989,2.733427237,2.416217751,2.537955308,3.146319132,2.595908012,2.398537021,2.475230408,3.067438814
12041049,1,SCOTLAND,410,Malignant brain cancer,2,Females,49,WASR (Upper 95% CI) (Mortality),4.216986995,4.24297893,3.869262268,3.390199296,4.351732033,3.465315178,3.941080404,3.372090945,4.167076546,4.439741241,3.501532206,3.947356509,4.019692453,3.324134671,3.497802534,3.941969098,4.135874834,3.431106372,3.905942011,3.474330264,3.690506907,4.384419531,3.675635303,3.452580767,3.631401554,4.267673556
12041050,1,SCOTLAND,410,Malignant brain cancer,2,Females,50,Standardised Mortality Ratio,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
10042000,1,SCOTLAND,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,0,Number of deaths: Under 5,3,5,1,5,2,3,0,2,4,5,3,7,2,4,4,1,1,2,1,5,3,2,1,0,5,1
10042001,1,SCOTLAND,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,1,Number of deaths: 5..,5,7,5,2,3,2,5,3,4,1,5,4,1,2,0,5,3,2,1,2,3,6,3,5,1,8
10042002,1,SCOTLAND,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,2,Number of deaths: 10-14,7,3,3,5,2,0,3,3,1,5,2,2,10,5,5,4,3,0,4,0,2,3,4,3,3,3
10042003,1,SCOTLAND,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,3,Number of deaths: 15-19,1,1,2,3,3,1,4,3,1,3,2,3,2,5,2,3,5,3,4,1,4,3,2,0,1,1
10042004,1,SCOTLAND,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,4,Number of deaths: 20-24,4,2,2,3,6,2,1,4,3,6,3,1,2,2,2,3,2,4,0,1,1,3,3,1,1,1
10042005,1,SCOTLAND,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,5,Number of deaths: 25-29,6,7,6,2,3,1,5,1,1,1,4,2,4,5,7,0,7,4,3,6,1,2,7,4,4,4
10042006,1,SCOTLAND,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,6,Number of deaths: 30-34,6,6,8,8,9,4,6,6,5,11,6,12,10,6,4,6,6,6,7,8,5,5,6,10,7,13
10042007,1,SCOTLAND,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,7,Number of deaths: 35-39,7,6,7,16,11,9,14,11,8,11,10,7,16,11,10,12,5,6,15,9,7,8,5,9,12,11
10042008,1,SCOTLAND,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,8,Number of deaths: 40-44,11,16,17,13,17,7,14,16,20,14,15,17,20,11,16,18,5,12,18,15,13,14,9,16,11,10
10042009,1,SCOTLAND,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,9,Number of deaths: 45-49,13,20,19,11,15,14,17,14,24,18,19,25,18,22,16,22,24,21,20,17,27,26,24,25,19,15
10042010,1,SCOTLAND,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,10,Number of deaths: 50-54,21,24,36,27,32,26,29,27,31,27,25,17,36,32,23,32,24,41,30,23,35,32,37,28,26,28
10042011,1,SCOTLAND,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,11,Number of deaths: 55-59,36,36,27,38,27,31,33,28,44,33,29,45,42,35,46,39,34,34,37,50,43,43,53,34,30,52
10042012,1,SCOTLAND,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,12,Number of deaths: 60-64,41,39,37,30,44,41,31,45,37,43,39,44,51,45,37,39,46,31,52,43,36,47,35,52,48,44
10042013,1,SCOTLAND,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",0,All Persons,13,Number of deaths: 65-69,51,45,35,35,45,30,48,55,50,55,48,35,34,46,47,48,64,55,47,57,65,60,69,67,47,60
